;ImageID;Xc;Yc;Orientation;Class;Full_Contain;Occlude;X1;X2;X3;X4;Y1;Y2;Y3;Y4;Xmin;Ymin;Xmax;Ymax;Xmin_rel;Ymin_rel;Xmax_rel;Ymax_rel;Xc_rel;Yc_rel
715;00000170.txt;184.8074493408203;390.3475646972656;1.999283;2;1;0;185;194;185;176;380;381;403;398;176;380;194;403;0.34375;0.7421875;0.37890625;0.787109375;0.3609520494937897;0.7623975872993469
716;00000170.txt;371.68890380859375;76.39213562011719;-0.717181;4;1;0;380;385;366;357;64;71;90;82;357;64;385;90;0.697265625;0.125;0.751953125;0.17578125;0.7259548902511597;0.14920338988304138
717;00000170.txt;384.8168640136719;84.76901245117188;-0.614663;4;1;0;369;372;402;398;90;101;81;68;369;68;402;101;0.720703125;0.1328125;0.78515625;0.197265625;0.7515954375267029;0.16556447744369507
718;00000170.txt;353.4347839355469;95.14635467529297;0.791315;4;1;0;367;362;340;346;103;109;88;81;340;81;367;109;0.6640625;0.158203125;0.716796875;0.212890625;0.690302312374115;0.18583272397518158
719;00000171.txt;189.11514282226562;251.87156677246094;1.790711;10;1;0;187;196;191;183;240;243;263;262;183;240;196;263;0.357421875;0.46875;0.3828125;0.513671875;0.36936551332473755;0.49193665385246277
720;00000171.txt;157.9863739013672;242.36000061035156;1.089909;10;1;0;156;169;160;149;229;252;256;233;149;229;169;256;0.291015625;0.447265625;0.330078125;0.5;0.3085671365261078;0.4733593761920929
721;00000171.txt;170.52435302734375;196.38742065429688;2.365369;0;1;0;161;167;181;175;201;206;193;187;161;187;181;206;0.314453125;0.365234375;0.353515625;0.40234375;0.33305537700653076;0.3835691809654236
722;00000172.txt;497.9551086425781;141.6516876220703;0.801104;1;1;0;513;507;482;491;151;157;133;126;482;126;513;157;0.94140625;0.24609375;1.001953125;0.306640625;0.9725685715675354;0.2766634523868561
723;00000172.txt;268.2798156738281;131.13543701171875;-0.015463;4;1;0;245;292;293;243;127;126;136;137;243;126;293;137;0.474609375;0.24609375;0.572265625;0.267578125;0.5239840149879456;0.2561239004135132
724;00000172.txt;306.346923828125;177.362060546875;-3.088639;1;1;0;271;342;342;271;172;173;186;180;271;172;342;186;0.529296875;0.3359375;0.66796875;0.36328125;0.5983338356018066;0.34641027450561523
725;00000173.txt;423.54498291015625;113.3305892944336;0.215358;1;1;0;407;440;439;408;103;111;123;117;407;103;440;123;0.794921875;0.201171875;0.859375;0.240234375;0.8272362947463989;0.2213488072156906
726;00000173.txt;375.90130615234375;62.994510650634766;0.105798;9;1;0;361;391;390;363;56;60;70;67;361;56;391;70;0.705078125;0.109375;0.763671875;0.13671875;0.7341822385787964;0.12303615361452103
727;00000173.txt;434.197509765625;60.88741683959961;1.288241;10;1;0;435;443;433;427;48;72;73;51;427;48;443;73;0.833984375;0.09375;0.865234375;0.142578125;0.8480420112609863;0.11892073601484299
728;00000173.txt;489.54022216796875;439.5553283691406;0.364993;4;1;0;477;508;502;472;429;442;450;439;472;429;508;450;0.921875;0.837890625;0.9921875;0.87890625;0.956133246421814;0.8585065007209778
729;00000173.txt;494.9250183105469;397.9988098144531;1.273431;0;1;0;495;501;494;490;390;406;406;391;490;390;501;406;0.95703125;0.76171875;0.978515625;0.79296875;0.9666504263877869;0.7773414254188538
730;00000174.txt;178.04183959960938;79.8641128540039;-2.976444;2;1;0;167;191;188;167;74;78;86;82;167;74;191;86;0.326171875;0.14453125;0.373046875;0.16796875;0.34773796796798706;0.15598459541797638
731;00000174.txt;192.07196044921875;118.14968872070312;-2.677945;2;1;0;186;201;199;183;111;119;126;118;183;111;201;126;0.357421875;0.216796875;0.392578125;0.24609375;0.37514054775238037;0.2307611107826233
732;00000174.txt;161.57427978515625;60.89967346191406;-0.244979;4;1;0;168;173;156;150;54;64;67;60;150;54;173;67;0.29296875;0.10546875;0.337890625;0.130859375;0.3155747652053833;0.1189446747303009
733;00000174.txt;506.5428466796875;469.3273620605469;1.433060;10;1;0;505;512;510;500;483;482;457;457;500;457;512;483;0.9765625;0.892578125;1.0;0.943359375;0.9893414974212646;0.9166550040245056
734;00000174.txt;445.9042053222656;503.6892395019531;2.823795;10;1;0;435;455;457;438;504;498;503;510;435;498;457;510;0.849609375;0.97265625;0.892578125;0.99609375;0.87090665102005;0.9837680459022522
735;00000174.txt;482.4062805175781;508.9208068847656;-0.016527;4;0;1;468;498;498;467;503;502;516;516;467;502;498;516;0.912109375;0.98046875;0.97265625;1.0078125;0.9421997666358948;0.9939859509468079
736;00000174.txt;468.07513427734375;495.0302734375;2.785957;0;1;0;459;476;478;460;495;488;496;502;459;488;478;502;0.896484375;0.953125;0.93359375;0.98046875;0.914209246635437;0.9668560028076172
737;00000175.txt;267.481689453125;99.51191711425781;0.011904;10;1;0;278;278;257;257;96;104;104;96;257;96;278;104;0.501953125;0.1875;0.54296875;0.203125;0.5224251747131348;0.1943592131137848
738;00000175.txt;296.1830139160156;21.100278854370117;0.028977;0;1;0;288;305;306;288;18;18;25;24;288;18;306;25;0.5625;0.03515625;0.59765625;0.048828125;0.578482449054718;0.041211482137441635
739;00000175.txt;291.6573486328125;329.36865234375;2.904058;0;1;0;277;301;306;283;330;322;331;335;277;322;306;335;0.541015625;0.62890625;0.59765625;0.654296875;0.5696432590484619;0.6432981491088867
740;00000175.txt;296.45184326171875;344.6510925292969;-0.014084;4;1;0;280;315;314;278;340;340;350;351;278;340;315;351;0.54296875;0.6640625;0.615234375;0.685546875;0.5790075063705444;0.673146665096283
741;00000176.txt;415.52349853515625;172.09100341796875;-2.852322;10;1;0;406;427;425;404;165;171;180;173;404;165;427;180;0.7890625;0.322265625;0.833984375;0.3515625;0.811569333076477;0.3361152410507202
742;00000176.txt;449.35955810546875;189.89280700683594;-2.845667;0;1;0;441;461;459;438;184;189;197;190;438;184;461;197;0.85546875;0.359375;0.900390625;0.384765625;0.8776553869247437;0.37088438868522644
743;00000176.txt;349.2333984375;178.34378051757812;1.486658;4;1;0;343;354;356;345;168;168;189;189;343;168;356;189;0.669921875;0.328125;0.6953125;0.369140625;0.6820964813232422;0.3483276963233948
744;00000176.txt;461.39434814453125;289.7617492675781;-2.826599;10;1;0;452;474;472;449;283;290;297;289;449;283;474;297;0.876953125;0.552734375;0.92578125;0.580078125;0.9011608362197876;0.5659409165382385
745;00000176.txt;447.7589416503906;319.3051452636719;-2.785635;10;1;0;439;459;456;437;312;319;327;320;437;312;459;327;0.853515625;0.609375;0.896484375;0.638671875;0.8745291829109192;0.6236428618431091
746;00000176.txt;385.7682800292969;323.34527587890625;0.295926;0;1;1;377;397;395;374;317;322;332;324;374;317;397;332;0.73046875;0.619140625;0.775390625;0.6484375;0.7534536719322205;0.6315337419509888
747;00000176.txt;429.6683654785156;504.4853820800781;-1.289317;10;0;1;429;437;431;423;493;496;517;513;423;493;437;517;0.826171875;0.962890625;0.853515625;1.009765625;0.8391960263252258;0.9853230118751526
748;00000176.txt;365.73126220703125;458.971435546875;0.214815;4;1;1;354;381;378;351;451;456;469;461;351;451;381;469;0.685546875;0.880859375;0.744140625;0.916015625;0.7143188714981079;0.8964285850524902
749;00000177.txt;33.49644470214844;173.59217834472656;2.422763;0;1;0;38;43;29;24;165;170;182;178;24;165;43;182;0.046875;0.322265625;0.083984375;0.35546875;0.06542274355888367;0.33904722332954407
750;00000177.txt;207.4138641357422;131.39056396484375;1.926754;10;1;0;206;216;208;200;121;123;143;140;200;121;216;143;0.390625;0.236328125;0.421875;0.279296875;0.40510520339012146;0.25662219524383545
751;00000177.txt;219.43478393554688;137.1556854248047;-1.180878;10;1;0;218;229;219;213;127;129;149;144;213;127;229;149;0.416015625;0.248046875;0.447265625;0.291015625;0.428583562374115;0.26788219809532166
752;00000178.txt;222.27748107910156;44.769527435302734;-1.549294;10;1;0;218;228;227;218;34;33;57;57;218;33;228;57;0.42578125;0.064453125;0.4453125;0.111328125;0.43413570523262024;0.08744048327207565
753;00000178.txt;426.02099609375;139.93069458007812;-0.075613;4;1;0;410;443;443;410;137;134;144;146;410;134;443;146;0.80078125;0.26171875;0.865234375;0.28515625;0.8320722579956055;0.2733021378517151
754;00000178.txt;418.320556640625;180.66180419921875;1.498459;0;1;0;414;422;424;414;172;172;189;190;414;172;424;190;0.80859375;0.3359375;0.828125;0.37109375;0.8170323371887207;0.3528550863265991
755;00000178.txt;248.4398956298828;376.9179382324219;-0.018347;0;1;0;236;261;263;234;374;373;381;381;234;373;263;381;0.45703125;0.728515625;0.513671875;0.744140625;0.48523417115211487;0.736167848110199
756;00000178.txt;487.7657470703125;434.98114013671875;-3.131692;1;1;0;475;500;501;476;431;431;440;439;475;431;501;440;0.927734375;0.841796875;0.978515625;0.859375;0.9526674747467041;0.8495725393295288
757;00000178.txt;501.60125732421875;423.9428405761719;-3.063828;2;1;0;493;512;511;492;418;421;429;429;492;418;512;429;0.9609375;0.81640625;1.0;0.837890625;0.9796899557113647;0.8280133605003357
758;00000178.txt;494.640625;404.8789978027344;2.798569;2;1;0;489;491;501;499;406;408;407;400;489;400;501;408;0.955078125;0.78125;0.978515625;0.796875;0.966094970703125;0.7907792925834656
759;00000179.txt;421.8058776855469;20.618318557739258;-1.357236;2;1;1;419;430;426;414;9;12;34;29;414;9;430;34;0.80859375;0.017578125;0.83984375;0.06640625;0.8238396048545837;0.04027015343308449
760;00000180.txt;384.3968811035156;293.7760314941406;2.118081;2;1;0;385;394;383;376;284;288;304;300;376;284;394;304;0.734375;0.5546875;0.76953125;0.59375;0.750775158405304;0.5737813115119934
761;00000180.txt;475.5187072753906;409.17462158203125;1.542502;10;1;1;470;481;481;471;396;397;423;422;470;396;481;423;0.91796875;0.7734375;0.939453125;0.826171875;0.9287474751472473;0.7991691827774048
762;00000180.txt;366.73760986328125;443.18133544921875;-1.369193;4;1;0;366;375;368;359;425;428;462;459;359;425;375;462;0.701171875;0.830078125;0.732421875;0.90234375;0.7162843942642212;0.8655885457992554
763;00000180.txt;183.9957275390625;383.9701232910156;2.319175;0;1;0;188;193;180;175;375;379;393;389;175;375;193;393;0.341796875;0.732421875;0.376953125;0.767578125;0.35936665534973145;0.7499416470527649
764;00000181.txt;179.12413024902344;64.58552551269531;0.197396;1;1;0;165;196;196;160;56;62;74;67;160;56;196;74;0.3125;0.109375;0.3828125;0.14453125;0.3498518168926239;0.12614360451698303
765;00000181.txt;128.90399169921875;53.43453598022461;0.229904;4;1;0;147;146;111;112;53;63;55;44;111;44;147;63;0.216796875;0.0859375;0.287109375;0.123046875;0.2517656087875366;0.10436432808637619
766;00000181.txt;84.95120239257812;83.95730590820312;-1.327830;4;1;0;83;95;88;75;67;72;100;98;75;67;95;100;0.146484375;0.130859375;0.185546875;0.1953125;0.16592031717300415;0.16397911310195923
767;00000181.txt;99.4693603515625;176.42274475097656;2.246807;1;1;0;85;95;115;104;185;192;167;162;85;162;115;192;0.166015625;0.31640625;0.224609375;0.375;0.1942760944366455;0.3445756733417511
768;00000181.txt;42.4121208190918;179.27154541015625;-2.464678;0;1;0;53;47;33;38;182;188;176;172;33;172;53;188;0.064453125;0.3359375;0.103515625;0.3671875;0.08283617347478867;0.3501397371292114
769;00000181.txt;304.3538513183594;364.721923828125;1.557977;4;1;0;298;311;310;299;355;355;375;375;298;355;311;375;0.58203125;0.693359375;0.607421875;0.732421875;0.5944411158561707;0.7123475074768066
770;00000181.txt;319.7373352050781;368.05908203125;-1.118642;4;1;0;319;329;320;311;357;362;380;374;311;357;329;380;0.607421875;0.697265625;0.642578125;0.7421875;0.6244869828224182;0.7188653945922852
771;00000181.txt;324.86517333984375;343.3152770996094;1.467272;10;1;0;319;329;330;322;334;334;353;354;319;334;330;354;0.623046875;0.65234375;0.64453125;0.69140625;0.6345022916793823;0.6705376505851746
772;00000181.txt;361.2483215332031;330.69921875;-1.652804;0;1;0;357;365;366;358;322;322;340;340;357;322;366;340;0.697265625;0.62890625;0.71484375;0.6640625;0.7055631279945374;0.6458969116210938
773;00000181.txt;360.1087951660156;352.0244445800781;1.381899;4;1;0;354;363;367;357;344;343;360;361;354;343;367;361;0.69140625;0.669921875;0.716796875;0.705078125;0.7033374905586243;0.6875477433204651
774;00000181.txt;391.11993408203125;346.40826416015625;0.326468;4;1;0;376;408;406;375;337;348;356;346;375;337;408;356;0.732421875;0.658203125;0.796875;0.6953125;0.7639061212539673;0.6765786409378052
775;00000181.txt;400.72442626953125;326.05975341796875;0.413129;0;1;0;394;411;409;390;319;328;332;325;390;319;411;332;0.76171875;0.623046875;0.802734375;0.6484375;0.7826648950576782;0.6368354558944702
776;00000181.txt;410.1661376953125;319.79241943359375;0.436627;0;1;0;401;422;418;401;313;321;328;319;401;313;422;328;0.783203125;0.611328125;0.82421875;0.640625;0.8011057376861572;0.6245945692062378
777;00000181.txt;251.97265625;291.3145751953125;0.017542;4;1;0;273;274;231;231;287;297;296;286;231;286;274;297;0.451171875;0.55859375;0.53515625;0.580078125;0.49213409423828125;0.5689737796783447
778;00000182.txt;302.7552185058594;283.2879333496094;-0.767856;10;1;0;308;313;299;293;275;278;292;289;293;275;313;292;0.572265625;0.537109375;0.611328125;0.5703125;0.5913187861442566;0.5532967448234558
779;00000183.txt;162.3833770751953;262.68853759765625;0.175940;0;1;0;152;175;173;151;258;261;269;264;151;258;175;269;0.294921875;0.50390625;0.341796875;0.525390625;0.31715503334999084;0.5130635499954224
780;00000183.txt;150.49839782714844;279.8904724121094;-0.473851;10;1;0;158;163;143;139;272;278;288;282;139;272;163;288;0.271484375;0.53125;0.318359375;0.5625;0.2939421832561493;0.5466610789299011
781;00000183.txt;62.533973693847656;338.533447265625;-0.161092;10;1;0;51;72;73;54;337;334;341;344;51;334;73;344;0.099609375;0.65234375;0.142578125;0.671875;0.1221366673707962;0.6611981391906738
782;00000183.txt;64.25416564941406;349.7146911621094;-0.314994;0;1;0;52;74;77;55;350;343;350;357;52;343;77;357;0.1015625;0.669921875;0.150390625;0.697265625;0.12549641728401184;0.6830365061759949
783;00000183.txt;160.42608642578125;412.79156494140625;-1.521656;0;1;0;158;164;163;157;405;406;421;420;157;405;164;421;0.306640625;0.791015625;0.3203125;0.822265625;0.313332200050354;0.8062335252761841
784;00000183.txt;132.9029998779297;414.3553771972656;1.481482;0;1;0;129;136;137;131;406;406;423;423;129;406;137;423;0.251953125;0.79296875;0.267578125;0.826171875;0.2595761716365814;0.8092878460884094
785;00000183.txt;84.73757934570312;408.1001281738281;1.128422;0;1;0;78;85;91;86;403;400;414;417;78;400;91;417;0.15234375;0.78125;0.177734375;0.814453125;0.16550308465957642;0.7970705628395081
786;00000183.txt;86.92691802978516;465.8047790527344;-1.342939;0;1;0;86;93;89;82;456;459;476;473;82;456;93;476;0.16015625;0.890625;0.181640625;0.9296875;0.16977913677692413;0.9097749590873718
787;00000183.txt;78.71690368652344;504.3527526855469;1.758436;10;0;1;77;85;81;73;494;496;516;513;73;494;85;516;0.142578125;0.96484375;0.166015625;1.0078125;0.1537439525127411;0.9850639700889587
788;00000183.txt;241.5360565185547;413.0271301269531;-0.571337;9;1;0;246;251;238;232;406;411;421;415;232;406;251;421;0.453125;0.79296875;0.490234375;0.822265625;0.4717501103878021;0.8066936135292053
789;00000183.txt;214.63323974609375;306.1745300292969;1.728025;0;1;0;212;221;217;209;296;297;318;316;209;296;221;318;0.408203125;0.578125;0.431640625;0.62109375;0.41920554637908936;0.5979971289634705
790;00000184.txt;358.85467529296875;412.3549499511719;-1.631697;2;1;0;354;363;365;355;402;403;422;424;354;402;365;424;0.69140625;0.78515625;0.712890625;0.828125;0.7008880376815796;0.8053807616233826
791;00000185.txt;254.70469665527344;220.64306640625;1.631329;3;1;0;247;265;263;246;208;209;234;233;246;208;265;234;0.48046875;0.40625;0.517578125;0.45703125;0.49747011065483093;0.43094348907470703
792;00000185.txt;153.98924255371094;280.9383544921875;-3.081425;0;1;1;144;164;165;144;276;277;287;285;144;276;165;287;0.28125;0.5390625;0.322265625;0.560546875;0.3007602393627167;0.5487077236175537
793;00000185.txt;127.41465759277344;250.79071044921875;-1.627075;0;1;1;123;131;132;124;242;242;259;260;123;242;132;260;0.240234375;0.47265625;0.2578125;0.5078125;0.24885675311088562;0.48982560634613037
794;00000185.txt;160.4099884033203;436.76922607421875;0.205395;0;1;1;150;174;171;147;431;436;443;438;147;431;174;443;0.287109375;0.841796875;0.33984375;0.865234375;0.313300758600235;0.8530648946762085
795;00000186.txt;164.90187072753906;210.58966064453125;-0.092047;1;1;0;149;181;182;149;207;203;215;217;149;203;182;217;0.291015625;0.396484375;0.35546875;0.423828125;0.32207396626472473;0.4113079309463501
796;00000187.txt;447.0059509277344;195.982177734375;-1.570796;0;1;0;442;453;453;442;186;184;208;208;442;184;453;208;0.86328125;0.359375;0.884765625;0.40625;0.8730584979057312;0.38277769088745117
797;00000188.txt;98.40967559814453;324.6745910644531;1.534667;0;1;0;96;101;104;94;315;314;335;335;94;314;104;335;0.18359375;0.61328125;0.203125;0.654296875;0.19220639765262604;0.63413006067276
798;00000188.txt;109.32170104980469;325.7016296386719;1.498633;0;1;0;105;112;114;106;315;316;336;336;105;315;114;336;0.205078125;0.615234375;0.22265625;0.65625;0.21351894736289978;0.636135995388031
799;00000188.txt;101.36234283447266;302.97894287109375;1.370398;0;1;0;97;103;107;99;295;295;311;312;97;295;107;312;0.189453125;0.576171875;0.208984375;0.609375;0.1979733258485794;0.591755747795105
800;00000189.txt;286.42510986328125;134.922607421875;1.562250;1;1;0;281;292;292;281;121;120;150;150;281;120;292;150;0.548828125;0.234375;0.5703125;0.29296875;0.5594240427017212;0.2635207176208496
801;00000189.txt;491.5156555175781;378.0296936035156;-0.880760;8;1;0;496;501;488;482;368;373;388;384;482;368;501;388;0.94140625;0.71875;0.978515625;0.7578125;0.9599915146827698;0.7383392453193665
802;00000190.txt;423.5439147949219;129.43023681640625;1.560380;10;1;0;419;429;429;419;118;118;142;142;419;118;429;142;0.818359375;0.23046875;0.837890625;0.27734375;0.8272342085838318;0.25279343128204346
803;00000190.txt;285.72412109375;324.63720703125;-1.581213;0;1;0;274;296;297;277;323;319;327;330;274;319;297;330;0.53515625;0.623046875;0.580078125;0.64453125;0.5580549240112305;0.6340570449829102
804;00000190.txt;252.86862182617188;260.1293640136719;3.141592;0;1;0;243;263;263;243;256;256;265;265;243;256;263;265;0.474609375;0.5;0.513671875;0.517578125;0.49388402700424194;0.5080651640892029
805;00000190.txt;254.34942626953125;248.74563598632812;-3.141592;10;1;0;243;267;267;242;245;245;253;253;242;245;267;253;0.47265625;0.478515625;0.521484375;0.494140625;0.4967762231826782;0.4858313202857971
806;00000191.txt;66.55451202392578;176.44024658203125;1.614248;0;1;0;63;72;72;61;164;166;188;188;61;164;72;188;0.119140625;0.3203125;0.140625;0.3671875;0.12998928129673004;0.3446098566055298
807;00000191.txt;119.13539123535156;6.256972789764404;0.023805;0;1;1;110;130;130;108;2;3;10;10;108;2;130;10;0.2109375;0.00390625;0.25390625;0.01953125;0.23268631100654602;0.012220649980008602
808;00000192.txt;53.98194885253906;47.20246124267578;-0.207496;0;1;0;44;63;65;46;46;43;48;53;44;43;65;53;0.0859375;0.083984375;0.126953125;0.103515625;0.10543349385261536;0.09219230711460114
809;00000192.txt;33.002197265625;147.07481384277344;0.040518;0;1;0;24;42;43;24;143;143;152;150;24;143;43;152;0.046875;0.279296875;0.083984375;0.296875;0.06445741653442383;0.28725549578666687
810;00000192.txt;73.93587493896484;194.23268127441406;-0.035699;9;1;0;60;88;89;61;189;188;200;201;60;188;89;201;0.1171875;0.3671875;0.173828125;0.392578125;0.1444060057401657;0.37936070561408997
811;00000192.txt;26.065673828125;240.2554473876953;0.664602;9;1;0;17;43;34;11;227;245;255;235;11;227;43;255;0.021484375;0.443359375;0.083984375;0.498046875;0.05090951919555664;0.4692489206790924
812;00000193.txt;70.82855987548828;89.86056518554688;0.030294;3;1;0;59;83;84;58;84;84;97;95;58;84;84;97;0.11328125;0.1640625;0.1640625;0.189453125;0.13833703100681305;0.17550891637802124
813;00000194.txt;300.7531433105469;389.2292175292969;2.014245;10;1;0;302;310;300;292;378;381;401;398;292;378;310;401;0.5703125;0.73828125;0.60546875;0.783203125;0.5874084830284119;0.760213315486908
814;00000195.txt;113.47234344482422;175.3905487060547;0.992272;9;1;0;113;121;115;107;167;180;184;172;107;167;121;184;0.208984375;0.326171875;0.236328125;0.359375;0.2216256707906723;0.34255966544151306
815;00000195.txt;139.80450439453125;155.4115447998047;-1.560270;10;1;0;136;144;144;136;144;144;168;167;136;144;144;168;0.265625;0.28125;0.28125;0.328125;0.27305567264556885;0.30353817343711853
816;00000195.txt;141.39279174804688;127.49108123779297;-1.570796;4;1;0;136;147;147;136;117;118;139;137;136;117;147;139;0.265625;0.228515625;0.287109375;0.271484375;0.27615779638290405;0.2490060180425644
817;00000195.txt;184.5273895263672;220.69859313964844;-0.000000;0;1;0;176;193;194;176;217;218;224;225;176;217;194;225;0.34375;0.423828125;0.37890625;0.439453125;0.3604050576686859;0.43105193972587585
818;00000195.txt;112.55877685546875;414.1012268066406;-2.902094;10;1;0;103;125;122;101;408;414;420;416;101;408;125;420;0.197265625;0.796875;0.244140625;0.8203125;0.2198413610458374;0.80879145860672
819;00000196.txt;150.8108367919922;150.44056701660156;-2.763625;2;1;1;144;161;158;141;143;150;158;152;141;143;161;158;0.275390625;0.279296875;0.314453125;0.30859375;0.29455241560935974;0.2938292324542999
820;00000196.txt;131.22471618652344;148.32086181640625;3.110353;2;1;1;139;140;124;123;145;151;151;146;123;145;140;151;0.240234375;0.283203125;0.2734375;0.294921875;0.2562982738018036;0.28968918323516846
821;00000197.txt;225.03414916992188;380.5002136230469;-1.469236;4;1;1;221;233;229;217;361;362;401;400;217;361;233;401;0.423828125;0.705078125;0.455078125;0.783203125;0.43951982259750366;0.7431644797325134
822;00000197.txt;264.14068603515625;295.8831787109375;0.104877;10;1;0;253;276;276;252;290;291;303;299;252;290;276;303;0.4921875;0.56640625;0.5390625;0.591796875;0.5158997774124146;0.5778968334197998
823;00000198.txt;174.49191284179688;317.0605773925781;-3.093087;8;1;0;162;188;188;162;311;314;322;322;162;311;188;322;0.31640625;0.607421875;0.3671875;0.62890625;0.3408045172691345;0.6192589402198792
824;00000198.txt;164.66397094726562;343.4375305175781;0.020976;4;1;0;147;183;183;147;339;337;352;348;147;337;183;352;0.287109375;0.658203125;0.357421875;0.6875;0.3216093182563782;0.6707764267921448
825;00000199.txt;197.96575927734375;118.15898895263672;0.143739;0;1;0;188;208;208;189;114;114;125;120;188;114;208;125;0.3671875;0.22265625;0.40625;0.244140625;0.386651873588562;0.2307792752981186
826;00000199.txt;193.4265899658203;141.50326538085938;0.060900;0;1;0;184;204;204;183;136;138;147;146;183;136;204;147;0.357421875;0.265625;0.3984375;0.287109375;0.3777863085269928;0.27637356519699097
827;00000200.txt;257.1965026855469;232.0233154296875;-1.522054;9;1;0;254;262;262;252;222;222;243;242;252;222;262;243;0.4921875;0.43359375;0.51171875;0.474609375;0.5023369193077087;0.4531705379486084
828;00000200.txt;135.2216339111328;196.2808837890625;0.012048;0;1;0;125;146;146;125;192;192;201;201;125;192;146;201;0.244140625;0.375;0.28515625;0.392578125;0.2641047537326813;0.3833611011505127
829;00000201.txt;171.53875732421875;385.8287048339844;-0.078271;4;1;0;191;191;154;152;379;390;392;383;152;379;191;392;0.296875;0.740234375;0.373046875;0.765625;0.33503663539886475;0.7535716891288757
830;00000201.txt;207.34068298339844;386.5945129394531;0.128697;10;1;0;198;219;217;196;382;384;393;389;196;382;219;393;0.3828125;0.74609375;0.427734375;0.767578125;0.4049622714519501;0.7550674080848694
831;00000201.txt;389.72442626953125;401.73760986328125;1.443824;10;1;0;384;393;396;387;391;389;414;414;384;389;396;414;0.75;0.759765625;0.7734375;0.80859375;0.7611805200576782;0.7846437692642212
832;00000202.txt;373.880126953125;325.61883544921875;1.287375;3;1;0;380;388;368;361;311;337;341;315;361;311;388;341;0.705078125;0.607421875;0.7578125;0.666015625;0.7302346229553223;0.6359742879867554
833;00000203.txt;174.3671112060547;414.1701354980469;-1.202925;9;1;0;173;186;177;163;400;405;429;424;163;400;186;429;0.318359375;0.78125;0.36328125;0.837890625;0.34056076407432556;0.8089260458946228
834;00000203.txt;166.5618133544922;495.61236572265625;-1.603752;10;1;0;162;170;172;162;485;484;508;507;162;484;172;508;0.31640625;0.9453125;0.3359375;0.9921875;0.32531604170799255;0.967992901802063
835;00000204.txt;478.7597961425781;81.77342987060547;-2.341703;10;1;0;473;491;484;468;71;88;93;76;468;71;491;93;0.9140625;0.138671875;0.958984375;0.181640625;0.9350777268409729;0.1597137302160263
836;00000205.txt;130.62646484375;402.7177429199219;0.000000;10;1;0;119;142;142;120;398;398;407;408;119;398;142;408;0.232421875;0.77734375;0.27734375;0.796875;0.2551298141479492;0.7865580916404724
837;00000205.txt;159.85696411132812;414.24359130859375;3.081835;2;1;1;145;175;175;146;409;408;419;421;145;408;175;421;0.283203125;0.796875;0.341796875;0.822265625;0.31222063302993774;0.8090695142745972
838;00000205.txt;493.23828125;55.85923385620117;-1.480136;4;1;0;489;501;498;486;42;43;71;69;486;42;501;71;0.94921875;0.08203125;0.978515625;0.138671875;0.9633560180664062;0.10910006612539291
839;00000206.txt;104.25548553466797;73.3017578125;-1.419951;1;1;0;100;113;108;96;56;60;91;88;96;56;113;91;0.1875;0.109375;0.220703125;0.177734375;0.20362399518489838;0.14316749572753906
840;00000207.txt;436.4443664550781;130.0333709716797;-3.092613;10;1;0;425;450;449;423;125;126;136;135;423;125;450;136;0.826171875;0.244140625;0.87890625;0.265625;0.8524304032325745;0.2539714276790619
841;00000207.txt;493.09014892578125;181.64202880859375;1.560044;10;1;0;489;497;498;489;170;170;194;193;489;170;498;194;0.955078125;0.33203125;0.97265625;0.37890625;0.9630666971206665;0.35476958751678467
842;00000208.txt;83.32947540283203;138.73092651367188;1.543776;10;1;0;81;86;88;80;130;130;149;148;80;130;88;149;0.15625;0.25390625;0.171875;0.291015625;0.1627528816461563;0.2709588408470154
843;00000209.txt;110.93019104003906;198.19212341308594;1.587889;1;1;0;106;116;117;106;213;213;184;184;106;184;117;213;0.20703125;0.359375;0.228515625;0.416015625;0.2166605293750763;0.38709399104118347
844;00000209.txt;109.52103424072266;232.85743713378906;-1.554131;2;1;1;105;115;115;104;217;219;248;248;104;217;115;248;0.203125;0.423828125;0.224609375;0.484375;0.21390827000141144;0.45479968190193176
845;00000209.txt;297.0831604003906;239.0623321533203;1.556512;0;1;1;294;301;302;293;231;230;248;248;293;230;302;248;0.572265625;0.44921875;0.58984375;0.484375;0.5802405476570129;0.46691861748695374
846;00000209.txt;332.7348937988281;219.05227661132812;-1.395685;4;1;0;331;340;335;325;202;204;237;234;325;202;340;237;0.634765625;0.39453125;0.6640625;0.462890625;0.6498728394508362;0.42783647775650024
847;00000210.txt;336.38458251953125;235.07321166992188;1.765038;8;1;0;335;342;339;331;227;228;244;242;331;227;342;244;0.646484375;0.443359375;0.66796875;0.4765625;0.6570011377334595;0.45912736654281616
848;00000210.txt;320.4622802734375;239.71388244628906;-1.274251;10;1;1;320;327;321;315;230;232;251;247;315;230;327;251;0.615234375;0.44921875;0.638671875;0.490234375;0.6259028911590576;0.4681911766529083
849;00000210.txt;297.2589111328125;307.0836181640625;-1.427058;8;1;0;295;303;300;292;297;299;318;316;292;297;303;318;0.5703125;0.580078125;0.591796875;0.62109375;0.5805838108062744;0.5997726917266846
850;00000210.txt;311.58099365234375;268.11798095703125;1.811783;1;1;1;303;314;320;311;282;284;255;252;303;252;320;284;0.591796875;0.4921875;0.625;0.5546875;0.6085566282272339;0.5236679315567017
